filename,digit
UXtDUZmE_0,0
vDOuIQZl_0,0
unpa8lLS_0,0
vyLyZzXC_0,0
aZLoCB3R_0,0
uIlUVwkT_0,0
p8tIzr6Y_0,0
bhYfR821_0,0
x9blXAe8_0,0
9xexpJTj_0,0
FzYiN65l_0,0
cZajiyeZ_0,0
YyMc8v1B_0,0
6pfFLv7i_0,0
LdZe9fIQ_0,0
gDJoWQiq_0,0
dD17UbWG_0,0
p8MiGFX6_0,0
RQLWzI3i_0,0
Sysj3chG_0,0
cmr6q9ew_0,0
tM3wu5xM_0,0
Qy96VmlX_0,0
KhhuqYEe_0,0
I2P4Dqfl_0,0
L5ANmxQh_0,0
alW7KW1Z_0,0
TX6M2stx_0,0
kulCY47X_0,0
ROvey0ru_0,0
IFw3DKAK_0,0
HnrVVkNR_0,0
RXslPtjf_0,0
rCaKUEWf_0,0
9N8QE9TT_0,0
ienuwL8R_0,0
39CTyBLv_0,0
XDqH6Rxn_0,0
fjI9GYCy_0,0
grZ5JdXQ_0,0
oNix7Vcg_0,0
AFrXQMr9_0,0
SiQRRXLx_0,0
uiGN4xvo_0,0
KBll8mNr_0,0
TcffAiU0_0,0
nB8z203K_0,0
znKyCa0y_0,0
1cTdcuDp_0,0
i81FqAty_0,0
VKo0WZei_0,0
RUMlIslQ_0,0
5EiummWj_0,0
yM1hmP0r_0,0
AxkwvRcG_0,0
UxXU4QVj_0,0
71jjU8QQ_0,0
CWNPSdYm_0,0
CXApc6jJ_0,0
Q2Pch2jC_0,0
Eb8z3RnE_0,0
6wPJCiB8_0,0
8ZyMSylW_0,0
57qW4KuZ_0,0
ceTwieXW_0,0
uLzN5Hii_0,0
xyPuzqCG_0,0
8onm8hCD_0,0
Znwi4fVt_0,0
SCwJGEm4_0,0
jkF29hSQ_0,0
jNV8XFHL_0,0
cQJ8Nxc8_0,0
9SNegSsv_0,0
1plZ8PfX_0,0
lSuZt146_0,0
pJqLu6zQ_0,0
drb2dFwZ_0,0
D8OrEYOo_0,0
CWPI5LCv_0,0
ukOt662u_0,0
R1aDMfJB_0,0
OBr4t2kN_0,0
fsrtNZ8c_0,0
S6gBZOKJ_0,0
IRhr3KYJ_0,0
I35qzOlq_0,0
ib4vd5b7_0,0
wjwEsMvF_0,0
XUcdjk8R_0,0
7KRSKb8w_0,0
WGZr6FoZ_0,0
YkWPKxcp_0,0
KJAwdnDH_0,0
zF3EMcGs_0,0
JTJVJEVx_0,0
CVAqAFYq_0,0
iCf9IYNh_0,0
5fo8JvJJ_0,0
SNCjdaLj_0,0
qCGCVxvR_0,0
tf4pqGpo_0,0
qDj8jjPY_0,0
rbJojPsd_0,0
TEMzP9v4_0,0
RVSDJrQQ_0,0
9vbT5Ooa_0,0
X8b1Uvm8_0,0
HphokXzy_0,0
gWyBeeNT_0,0
3n3ExtAb_0,0
LHVKZro3_0,0
HWw8IYhd_0,0
FLJAV1PV_0,0
4sJi9TRV_0,0
F4W7ye58_0,0
mNc8zG0N_0,0
SnIyl7ZK_0,0
muXiHC3J_0,0
mRzuuhCw_0,0
1MRrKd9Y_0,0
XBu5zhnf_0,0
luP4RcU7_0,0
1qB8DkXO_0,0
grCzt1MH_0,0
7tD2ZfAz_0,0
ngbOGMA9_0,0
Vwp92YKG_0,0
rqck3CFK_0,0
eprOpBW5_0,0
3TZtYv1s_0,0
stcfvtPX_0,0
VUfojwxG_0,0
TDKLyiYq_0,0
lHszlkQb_0,0
yj4pEsU3_0,0
qolRtHra_0,0
a8RonKxh_0,0
3JUJzsvQ_0,0
hsb0pSzw_0,0
Zl3g9MZv_0,0
hcogwXxf_0,0
5BvcnKmX_0,0
vFgeUg0l_0,0
8yNSiA8K_0,0
mzrjTOtm_0,0
qYARYt94_0,0
0I77Q1sT_0,0
k8XS8DXx_0,0
Uh4Jgsrp_0,0
PTrJbUe6_0,0
xgujzx6Q_0,0
lzzgW2L9_0,0
1BfPJd30_0,0
qFND9SCJ_0,0
fytwnUhM_0,0
gt93b1zR_0,0
C76HfnTx_0,0
ad7Oj5qc_0,0
LpAvlf9Q_0,0
Ls1iWojF_0,0
6BVYx7Qp_0,0
i82pzaqp_0,0
yPYa1b2c_0,0
pZBeTmWc_0,0
vrI5ZmZB_0,0
PNMWlvMy_0,0
f7sKj634_0,0
BgyZ1zns_0,0
sr9oQZob_0,0
SLEqwv7O_0,0
BKZeKynr_0,0
nr8RCi9y_0,0
UbJHPamF_0,0
Qf3XcT6h_0,0
0DXNQnkd_0,0
z8EqP3fR_0,0
wwLrRzH3_0,0
navxxgqC_0,0
7NroCdSF_0,0
t9CWICHu_0,0
jGJlXJzA_0,0
ZV8KNZuX_0,0
o7xMjWDJ_0,0
5QGMDVR1_0,0
Q7RfmJFj_0,0
rlp984vL_0,0
MMa23ccH_0,0
gwcZcx14_0,0
uuCVmFdP_0,0
7msLUbcE_0,0
KhYWk6jf_0,0
uSPwL9Vi_0,0
OgwhUuKs_0,0
P9J4rZYm_0,0
sRhgqLr6_0,0
QFSDqjPI_0,0
aREkbzoo_0,0
n2HcSNmD_0,0
C1SbfekI_0,0
6aKyJU4o_0,0
xB9VhY4p_0,0
skhKKbvc_0,0
zuMkfUZ5_0,0
omc61iYF_0,0
iQn9C2sZ_0,0
xQCfLhSV_0,0
p8Jtjg0H_0,0
NN5PaY6M_0,0
8A6akgaq_0,0
nOpr8Vp7_0,0
lkk62Y4m_0,0
BREcMbud_0,0
c04vbEuq_0,0
viTXehbA_0,0
nVQhpkxE_0,0
smp1kvf6_0,0
he7DLDQL_0,0
D3tmKhCR_0,0
oeHFEmwf_0,0
VUv0TRxD_0,0
FBiK6thf_0,0
bn1ZZtua_0,0
0xJyuhKy_0,0
zlXTvNQr_0,0
lD5zKXyk_0,0
zIu79EzK_0,0
1Og4tXoc_0,0
2pQNbnAl_0,0
do0ztvQf_0,0
AbDHKJui_0,0
fYCE5Ki4_0,0
Gxxqsyg0_0,0
CKCWXZlH_0,0
ZiT7OWaz_0,0
1Ls0aCbL_0,0
m5ffDhWx_0,0
ULj2RZa0_0,0
m1LuYhKi_0,0
b6IcL40G_0,0
3DeSgRjH_0,0
gUNo0IVz_0,0
kqOKTydn_0,0
6T5kECyP_0,0
led6toqq_0,0
Jb5XLnPr_0,0
8mKSobac_0,0
ePrsswhE_0,0
bvfmUgZz_0,0
w3Cm8X5q_0,0
19e6UwjS_0,0
0doS4Rjv_0,0
kkiXmle5_0,0
XrfOBmIu_0,0
4hBGs1Cd_0,0
WyUd1krl_0,0
btPiS1FH_0,0
RQFYOKbn_0,0
WSuWNCbK_0,0
h2TZpT6P_0,0
I8xuhdAL_0,0
CJbssL1W_0,0
9DPjP3Qs_0,0
P2sHANlZ_0,0
9iGS0MHf_0,0
qTGe85yo_0,0
hQe6nIwo_0,0
lQGy08HG_0,0
aWm8CPr7_0,0
ryMZR0lW_0,0
2ZCitTuP_0,0
DcsaTO8k_0,0
wfK8BMdZ_0,0
hRhwpjzI_0,0
YcavGbam_0,0
ZQQj1zZ6_0,0
1PiTJKQN_0,0
ThQoQ54M_0,0
Pj2Jyhkm_0,0
WBQiCqAb_0,0
kRkG6ZjC_0,0
YPEoSB5r_0,0
ppTLKFr0_0,0
HOXlOVrA_0,0
pVhHWod5_0,0
mFc8lp84_0,0
zJnyhDQF_0,0
9KDHFeeD_0,0
vaR8CyN6_0,0
Ujz6nhYG_0,0
RevqdvhO_0,0
yEl9Na4q_0,0
ni1dtM2s_0,0
HpcNesYP_0,0
sIJCMMh9_0,0
6yDl2uRd_0,0
gp5T64Pa_0,0
sLEzXDrz_0,0
XP3lla3e_0,0
tg08klmW_0,0
ChP3GlOJ_0,0
4o9gZ8v8_0,0
07aCBCJH_0,0
irLTxWtt_0,0
VLRBPX3V_0,0
26STpa96_0,0
Rv2Nff2Y_0,0
OEWJHy9D_0,0
uxn5MChd_0,0
kj3EMsVF_0,0
MbU8xbEW_0,0
s7RQO4U1_0,0
tXCUf5AU_0,0
yADUEG13_0,0
M8arrv7e_0,0
w8vLkiqv_0,0
RhlfmNTt_0,0
gibs6tEM_0,0
Y0w90uF0_0,0
QHe5AcMF_0,0
HtMzkkO9_0,0
JNQYal6X_0,0
Qe3hyh8I_0,0
6TGVhGeQ_0,0
typCeWfy_0,0
6aypSoij_0,0
h3NzlQIn_0,0
cBv2L1KC_0,0
PvbBFAK0_0,0
KOYETuwn_0,0
tJXVSx9q_0,0
Af2Dp0qp_0,0
d11RRCOM_0,0
WmJAF8kD_0,0
kKcsnmW8_0,0
6CDUXB0R_0,0
zqRHVB2T_0,0
1woynnv3_0,0
w3YvuVk8_0,0
V9i8DB4B_0,0
cBvsIQLY_0,0
fa19gKVJ_0,0
pqiVozrE_0,0
7dojLdCE_0,0
iDMs70K9_0,0
Mc5CHH7k_0,0
Pzm8zZAF_0,0
0gkmLi0R_0,0
Tdmgx6QS_0,0
VcY2afEw_0,0
G5lFKwod_0,0
SfQvopmr_0,0
II2HdLAJ_0,0
7chfaxxv_0,0
2QXxHQjz_0,0
A2iX19ps_0,0
OqKMXF2T_0,0
J3jFazSK_0,0
6G7Oz7DM_0,0
HScoxIkT_0,0
g2ZF2tMt_0,0
s0J5ckfD_0,0
GVeekG7W_0,0
gZt5OIe5_0,0
MSlbxJmb_0,0
zGlU9lWv_0,0
FetRuIyD_0,0
9N3ulskI_0,0
cVREsz43_0,0
9KvNb4ys_0,0
ffzTyZ4v_0,0
9Vb2wx61_0,0
4kE7TjQa_0,0
3NoIrLw0_0,0
y6hzwwiz_0,0
GJE50QF3_0,0
j5dEynuY_0,0
FOMtUsql_0,0
9StQq3pY_0,0
2jDdCnnI_0,0
3t9Y5S8I_0,0
bWe37TGn_0,0
4OZROwie_0,0
bKIJXyh0_0,0
LyK7ef6g_0,0
NCffbYEo_0,0
IMH7Ueil_0,0
PcjedjIR_0,0
AkXCMdGJ_0,0
GiekLk3t_0,0
nvZRiud1_0,0
laSzOwfq_0,0
hanJYM64_0,0
RDdoFpN7_0,0
9MRnArk8_0,0
bKnWCy6B_0,0
kT43A7AT_0,0
2caWrxF6_0,0
0WWm91Mz_0,0
R8HKzrrs_0,0
QtrFDBfA_0,0
5EFlSuLm_0,0
pMYBWQk8_0,0
ZZCieEIZ_0,0
bpc6q7n0_0,0
VgHClAmt_0,0
qOaEDzuR_0,0
yzSGr8wK_0,0
qLzWSzRP_0,0
4KyEpfNy_0,0
9blW2Cr9_0,0
g2Ugymc5_0,0
hFXzFppm_0,0
xlIkMW5Q_0,0
F3Hr17XI_0,0
ZMhMsmBN_0,0
TNSWhW19_0,0
eE4FKfGs_0,0
nJCg1G40_0,0
0HmTW4Tg_0,0
F7vicU83_0,0
Vqo0NALT_0,0
EI2O6qGD_0,0
0p5mCAJo_0,0
rMBDum9j_0,0
9SPtPphs_0,0
f8FGXJ87_0,0
8P7XXcmI_0,0
mI5P1fpK_0,0
2975a4qY_0,0
1LG0dVdv_0,0
2CFRnC5X_0,0
m8k9ZhmA_0,0
2fTu5P73_0,0
RuTQw5m0_0,0
mrqBPBko_0,0
aqPJn91N_0,0
XHgA1tKd_0,0
y1XSqP5P_0,0
OvZVjDoM_0,0
sHEMopos_0,0
VfvdEnmS_0,0
1F1rf4c8_0,0
9ykZamw4_0,0
LbLADCcp_0,0
RW5cBQLH_0,0
oHY1GVOr_0,0
MLwAXoo9_0,0
SRyLaSJm_0,0
NEdpL7iK_0,0
7LEERO6y_0,0
LakOqUgi_0,0
6btjiOv3_0,0
772Wopq4_0,0
A5JJNVJH_0,0
e6DoI2rR_0,0
16HbCQy8_0,0
g9eMUbAO_0,0
bNOCZPsH_0,0
a3krMgEz_0,0
YXOcPZus_0,0
t9Gwd53R_0,0
Wll8wnT8_0,0
UvrD4JQc_0,0
DHHLnz8c_0,0
Pe459KU8_0,0
yxWuad5W_0,0
LWSNffuU_0,0
H7yOKCkc_0,0
KKOB9qyE_0,0
VNp2Crv5_0,0
CfIdadKW_0,0
sbMCFZY6_0,0
D5NfwcNW_0,0
Gmddh3jn_0,0
fhyHABO1_0,0
iS2uN7pO_0,0
5SkSrjGR_0,0
nSTxRggP_0,0
kvelMjZt_0,0
9Y1538SJ_0,0
ykA9NZBc_0,0
9AKR7KN4_0,0
ztwJ4VIE_0,0
8On8p16b_0,0
oYxRAgxD_0,0
e3tHs0qf_0,0
lAVmGVpR_0,0
AYf3UlEH_0,0
WbLjcgWO_0,0
aQ0yYBAt_0,0
IKvdzjGI_0,0
gh2G6Qmc_0,0
5lMzYqhD_0,0
a0Euo7FV_0,0
UwvzpLWV_0,0
FufQAp43_0,0
b1LZKTbe_0,0
LwdJfaLn_0,0
Mo6kZ33g_0,0
A117C9G8_0,0
vO1K1kyE_0,0
uozEdrAt_0,0
mxb6G7TT_0,0
3pRFraSx_0,0
NAEpQzTA_0,0
wTjxi24R_0,0
rwnzknYF_0,0
gH5xip2p_0,0
NccITk4Q_0,0
sS9dYD7K_0,0
nSkl7sR3_0,0
PXcmPAOC_0,0
lNLmXzfU_0,0
je77p1zB_0,0
g4TgheBY_0,0
jSWcXFGC_0,0
X49lux5V_0,0
JvxUOrrj_0,0
1XGP1P25_0,0
X634mlF5_0,0
ixazBF4U_0,0
Ao0LmRNK_0,0
aXiHNYnr_0,0
klMeu0Fb_0,0
7iS2qGpF_0,0
1ydL3211_0,0
gMl7QjXY_0,0
tddDIOEa_0,0
lgzNm1va_0,0
Lm32CSaF_0,0
IBqznulA_0,0
qx8l1XWk_0,0
uAfwrUs8_0,0
xrqilLIt_0,0
g902uDM1_0,0
KWxrg8GP_0,0
9vnPLz4d_0,0
Y5cUB5Kn_0,0
ap5nQQ0p_0,0
BJJNEejK_0,0
fUwKZbG9_0,0
dTYRSub4_0,0
kpdBefkM_0,0
svK27R8l_0,0
8PQPMgXB_0,0
VEcAaGXl_0,0
rxsBV2aS_0,0
snffEuCD_0,0
WkHMRblh_0,0
KKdLGIII_0,0
Fu330tl4_0,0
GZpcwlga_0,0
ShSEndo4_0,0
nHnkuXFv_0,0
FRGPUPny_0,0
oofAyqR6_0,0
GAft4vj3_0,0
ma2ZEJEV_0,0
sJyiuOAT_0,0
gRpU86Bt_0,0
ynBNYqPq_0,0
Lu7oOJww_0,0
AQk2fcfM_0,0
gIewxzkm_0,0
99YJ00M9_0,0
j9rtpnky_0,0
d5fqy8do_0,0
hesNvXQc_0,0
FNC3q3Yg_0,0
fgz3EbTs_0,0
DpyPXMuh_0,0
uAPizEPu_0,0
IrtWNrcO_0,0
CEGI8Vi9_0,0
0wuNBhL5_0,0
TYP83Nbg_0,0
8fnOg0J3_0,0
t2IwxNuZ_0,0
W7lYj6sk_0,0
VhGf6xA7_0,0
xczMm6sR_0,0
oq3ysiLI_0,0
TUGp50zq_0,0
R9lEt1yz_0,0
uTDval5t_0,0
NSiWK6xH_0,0
lt4jMGT1_0,0
eaJI3zgS_0,0
AmQtpZCZ_0,0
F4awXirZ_0,0
SHwQR3F4_0,0
xlOSxvMT_0,0
V7mviGoS_0,0
dLwRDiyH_0,0
qKGOVTSo_0,0
i2zL0OR1_0,0
ExAPCogF_0,0
O29BRP1a_0,0
j4g7MoNv_0,0
KE93nrFT_0,0
evxZ9sGM_0,0
jMDZREbl_0,0
l3uDlzTz_0,0
fWQaNm89_0,0
AT00DCv6_0,0
dRChA5ml_0,0
MvPEUEnl_0,0
RkyQT2h3_0,0
qgX6mzyY_0,0
O3tc4nLZ_0,0
SD7nFk2C_0,0
V9vfjXmB_0,0
NFdAjdg1_0,0
hPRgrfCT_0,0
m3rDFtrq_0,0
6ldIoTSV_0,0
87AqRsfN_0,0
M07InGae_0,0
vFqDIMXg_0,0
CkgvmZOd_0,0
KxsoSV3S_0,0
zQlbGton_0,0
nb0lf4Uu_0,0
iAAJsuLe_0,0
eMcrK6SH_0,0
wpg0IGIx_0,0
5cRWW73F_0,0
9Q906l7q_0,0
UvhiXge0_0,0
EfamRwKB_0,0
8CpatGtU_0,0
xGZxMBpo_0,0
APJl4Njs_0,0
JYku9yo3_0,0
Okqld4m8_0,0
BfPB1Rqf_0,0
MiFq4rbY_0,0
hAe9NBeM_0,0
91WKasLX_0,0
v2qBzPZW_0,0
R5vHTkOM_0,0
s1SY5Mps_0,0
9mEgmPWW_0,0
erdUpRzx_0,0
yp2Jk3w2_0,0
QQEjxysO_0,0
yP5ySwJr_0,0
UbeA2w3o_0,0
WVgXFelk_0,0
VcKPoOKc_0,0
gjuqHKBG_0,0
A70SwTEy_0,0
xrp71Jj0_0,0
Y3j5HLBN_0,0
zTZwr0vX_0,0
arSzd1fV_0,0
oX6LlGzF_0,0
6ewD9Od0_0,0
QGPCF8co_0,0
yw2UxPvq_0,0
52SCtOhK_0,0
rqcOLi7A_0,0
DJkNeXy4_0,0
ABSFhU51_0,0
ajk7CMzZ_0,0
hbArHWAZ_0,0
i3FeFeFJ_0,0
81dNL7lX_0,0
GNooNfVu_0,0
R6cqAvAP_0,0
0rAJjS8i_0,0
NsrZXsQo_0,0
T3LFX83L_0,0
ffI54B8N_0,0
AG6k86S2_0,0
MPAMBXJN_0,0
MmWvDWSA_0,0
rwQTBCcQ_0,0
